pracWords,instr_1,instr_2,AOMI_Ima,AOMI_w,AOMI_h,practiceWords,prac_time,prac_bkgd_time,pracVid_1,pracVid_2,baseline_words,control_words,cont_time,cont_bgkd_time,first_vids,second_vids,AOMIfirst_words,AOMIsecond_words,Order,ratingScale,rateInstr,instructLoop.thisRepN,instructLoop.thisTrialN,instructLoop.thisN,instructLoop.thisIndex,practice_control.thisRepN,practice_control.thisTrialN,practice_control.thisN,practice_control.thisIndex,trials_1.thisRepN,trials_1.thisTrialN,trials_1.thisN,trials_1.thisIndex,baseRateLoop.thisRepN,baseRateLoop.thisTrialN,baseRateLoop.thisN,baseRateLoop.thisIndex,AOMIinstrLoop1.thisRepN,AOMIinstrLoop1.thisTrialN,AOMIinstrLoop1.thisN,AOMIinstrLoop1.thisIndex,AOMIpracLoop.thisRepN,AOMIpracLoop.thisTrialN,AOMIpracLoop.thisN,AOMIpracLoop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AOMI1rateLoop.thisRepN,AOMI1rateLoop.thisTrialN,AOMI1rateLoop.thisN,AOMI1rateLoop.thisIndex,contInstrLoop.thisRepN,contInstrLoop.thisTrialN,contInstrLoop.thisN,contInstrLoop.thisIndex,contPracLoop.thisRepN,contPracLoop.thisTrialN,contPracLoop.thisN,contPracLoop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,contRateLoop.thisRepN,contRateLoop.thisTrialN,contRateLoop.thisN,contRateLoop.thisIndex,AOMIinstrLoop2.thisRepN,AOMIinstrLoop2.thisTrialN,AOMIinstrLoop2.thisN,AOMIinstrLoop2.thisIndex,AOMIpracLoop2.thisRepN,AOMIpracLoop2.thisTrialN,AOMIpracLoop2.thisN,AOMIpracLoop2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,AOMI2rateLoop.thisRepN,AOMI2rateLoop.thisTrialN,AOMI2rateLoop.thisN,AOMI2rateLoop.thisIndex,pracBkgdKeys.keys,pracBkgdKeys.rt,pracKeys.keys,pracKeys.rt,baseBkgdKeys.keys,base_typedWord,baseKeys.keys,baseKeys.rt,baseBkgdKeys.rt,baseRateTypeKey.keys,baseRateTypeKey.rt,AOMI1_BkgdKeys.keys,AOMI_promptBkgdKeys.keys,AOMI1pracKeys.keys,AOMI1pracKeys.rt,AOMI1bkdgKeys.keys,AOMI1_typedWord,AOMI1keys.keys,AOMI1keys.rt,AOMI1rateTypeKey.keys,AOMI1rateTypeKey.rt,polygon_prac.started,polygon_prac.stopped,contBkgdKeys_prac.keys,contPrac_typedWord,contKeys_prac.keys,contKeys_prac.rt,polygon.started,polygon.stopped,contBkgdKeys.keys,contBkgdKeys.rt,cont_typedWord,contKeys.keys,contKeys.rt,contTypeKey.keys,contTypeKey.rt,bkgdkeys_prac2.keys,bkgdKeys4.keys,AOMI2_typedWord,keyboardCom4.keys,keyboardCom4.rt,bkgdKeys4.rt,AOMI2typeKey.keys,AOMI2typeKey.rt,participant,session,group,date,expName,psychopyVersion,frameRate,
,None,None,None,None,None,None,None,None,None,None,fodder,trench,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/ethnic_TT_3X.mp4,botany,ethnic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,28,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, botany,"['b', 'o', 'r', 'backspace', 't', 'a', 'n', 'y', 'return']","[0.1288077998906374, 0.4330700000282377, 0.8250374000053853, 1.209111399948597, 1.2569550999905914, 1.4331352999433875, 1.5612955000251532, 1.7931385000701994, 1.920927400002256]",,,,,,,,,,,,,,,,,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,upkeep,parish,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/gullet_TT_3X.mp4,picket,gullet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,29,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,None, picket,"['p', 'i', 'c', 'k', 'e', 't', 'return']","[0.279904100112617, 0.575746700167656, 0.6558139000553638, 0.7680099999997765, 0.9359574001282454, 0.991813300177455, 1.1843636999838054]",,,,,,,,,,,,,,,,,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,,,,,,,,,,,,,,,,,,,,typingRatingScale.png,"How would you rate your typing performance in the previous section?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[6.459291600156575],,,,,,,,,,,,,,,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,,,,,,,,,,,,,,,,,,,,visualImageryScale.png,"While imagining yourself typing, how clear was your visual image?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[8.580919399857521],,,,,,,,,,,,,,,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,,,,,,,,,,,,,,,,,,,,kinestheticImageryScale.png,"While imagining yourself typing, how intense were the sensations associated with the imagined movement?

Press a number on your keyboard according to the rating scale below to give your answer. Your first answer will be accepted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['4'],[8.831437499960884],,,,,,,,,,,,,,,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,impose,feudal,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/matron_TT_3X.mp4,subdue,matron,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2353.0186358999927,2359.536027800059,None, butter,"['b', 'u', 't', 't', 'e', 'r', 'return']","[0.28738399990834296, 0.3672811998985708, 0.5115113998763263, 0.6318875998258591, 0.8553945999592543, 0.9112573999445885, 1.023150699911639]",2385.6004367000423,2392.1153839000035,"['f', 'e']","[7.168955100001767, 7.31271279999055]", feudal,"['f', 'e', 'u', 'd', 'a', 'l', 'return']","[0.33202759991399944, 0.4195240999106318, 0.5477092999499291, 0.7077891998924315, 0.7636833998840302, 0.8758276998996735, 1.3156632999889553]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,manure,girdle,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/linear_TT_3X.mp4,belfry,linear,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.4734020000324,2400.989568100078,None,, girdle,"['g', 'i', 'r', 'd', 'l', 'e', 'return']","[0.3644473999738693, 0.5248535999562591, 0.6203171000815928, 0.8203944999258965, 0.8844651998952031, 1.028458199929446, 1.1966355999466032]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,ordain,patent,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/defame_touch_edited.mp4,covert,defame,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2403.222781599965,2422.7369359000586,None,, patent,"['p', 'a', 't', 'e', 'n', 't', 'return']","[0.3812160000670701, 0.48528859997168183, 0.6687755000311881, 0.7649675998836756, 0.8370368999894708, 0.9810118998866528, 1.2849868000485003]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,parole,hamlet,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/shroud_touch_edited.mp4,jackal,shroud,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2425.0536148999818,2444.5681628000457,None,, hamlet,"['h', 'a', 'm', 'l', 'e', 't', 'return']","[0.271105500170961, 0.3667482000309974, 0.49496550019830465, 0.6866594001185149, 0.7669836999848485, 0.8390189001802355, 0.966828600037843]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,musket,meddle,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/divert_TT_3X.mp4,kipper,divert,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2446.571199399885,2453.0878260999452,None,, meddle,"['m', 'e', 'd', 'd', 'l', 'e', 'return']","[0.6791067000012845, 0.7671657998580486, 0.8633200998883694, 1.0152312000282109, 1.103180899983272, 1.247541100019589, 1.327195799909532]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,sonnet,hearth,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/herbal_touch_edited.mp4,hippie,herbal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455.446104499977,2474.9605527000967,None,, hearh,"['h', 'e', 'a', 'r', 'h', 't', 'backspace', 't', 'backspace', 'h', 'return']","[0.3350677997805178, 0.4553815999533981, 0.5592146997805685, 0.7431254999246448, 0.8950528998393565, 0.9671744999941438, 1.3837642997968942, 1.527662699809298, 1.535214299801737, 1.6473177999723703, 1.847105999942869]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,pursue,caviar,6.5,7.5,video&audio/sentence3_TT_3X.mp4,video&audio/shrill_TT_3X.mp4,piston,shrill,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2477.8382846000604,2484.3552312999964,None,, caviar,"['c', 'a', 'v', 'i', 'a', 'r', 'return']","[0.4350443999283016, 0.5071807999629527, 0.6909562998916954, 0.7475634999573231, 0.8913640000391752, 0.9789815999101847, 1.1070137999486178]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,"This is Section 2.

In this section, your task will be the same as before - that is, to type the word you see on the screen AFTER the typing prompt. However, rather than just seeing the word before typing, you will also see a video of someone typing different words to what you will need to type at different speeds. 

Press 'enter/return' to go to the next page.","This is Section 4. 

In this section, your task will be the same as before - that is, to type the word you see on the screen after the typing prompt. You will see a video again, like in Section 2, only this time, the video will show someone the same word that you must type at different speeds. 

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_layout.png,1.6,0.6,afford,19.5,20.5,video&audio/amount_touch_edited.mp4,video&audio/afford_touch_edited.mp4,vanity,hinder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/breach_touch_edited.mp4,matrix,breach,1 = AOMIgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486.5050190999173,2506.0194790000096,None,, hinder,"['h', 'i', 'n', 'd', 'e', 'r', 'return']","[0.3077777000144124, 0.5158065999858081, 0.6840105999726802, 0.7556504998356104, 0.8842294998466969, 0.9799881998915225, 1.075771200004965]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,"Remember to type as QUICKLY and ACCURATELY as possible after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.","Remember to type as QUICKLY and ACCURATELY as you can after the 'get ready' prompt.

Ask the experimenter any questions now. Please put on the headphones.

You will get one practice trial. Press 'enter/return' when you are ready to start the practice.",video&audio/Example_AOMI_total.png,1.8,0.7,None,None,None,None,None,jargon,oppose,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ghetto_touch_edited.mp4,frugal,ghetto,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508.1261700999457,2527.6417751999106,None,, oppose,"['o', 'p', 'p', 'o', 's', 'e', 'return']","[0.5653459001332521, 0.8854715002235025, 1.0133520001545548, 1.1815242001321167, 1.30133350007236, 1.4373449000995606, 1.645612500142306]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,murmur,cobble,6.5,7.5,video&audio/sentence2_TT_3X.mp4,video&audio/export_TT_3X.mp4,cervix,export,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2530.3318696999922,2536.8493047000375,None,, cobble,"['c', 'o', 'b', 'b', 'l', 'e', 'return']","[0.4369944999925792, 0.5969576998613775, 0.8369084999430925, 0.980803000042215, 1.1088580000214279, 1.2208741998765618, 1.3728300998918712]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,strife,delude,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/galley_touch_edited.mp4,tariff,galley,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2657.088943999959,2676.6040457999334,None,, delude,"['d', 'e', 'l', 'u', 'd', 'e', 'return']","[0.43406759994104505, 0.4981641999911517, 0.5618984999600798, 0.7859412000980228, 0.8901472000870854, 1.2899589999578893, 1.3861970000434667]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,legion,campus,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/allure_TT_3X.mp4,forage,allure,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2679.0238258000463,2685.5404805999715,None,, campus,"['c', 'a', 'm', 'p', 'u', 's', 'return']","[0.2743034001905471, 0.3147105001844466, 0.40240530017763376, 0.5711128001566976, 0.7704333001747727, 0.8744908000808209, 1.0426971002016217]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,satire,mangle,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/warble_TT_3X.mp4,devise,warble,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687.62695960002,2694.143684099894,None,, mangle,"['m', 'a', 'n', 'g', 'l', 'e', 'return']","[0.25421299994923174, 0.34290809999220073, 0.48643549997359514, 0.5826608000788838, 0.7101439998950809, 0.7586705000139773, 0.9348003000486642]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,infirm,oblige,19.5,20.5,video&audio/Sentence4_touch_edited.mp4,video&audio/mystic_touch_edited.mp4,pulpit,mystic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696.1045486000367,2715.620499700075,None,, oblige,"['o', 'b', 'l', 'i', 'g', 'e', 'return']","[0.2814434999600053, 0.4251674998085946, 0.49672739999368787, 0.6568700999487191, 0.7688237999100238, 0.8411377999000251, 0.9528447999618948]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,upkeep,parish,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/gullet_TT_3X.mp4,picket,gullet,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2717.6029419999104,2724.1193933000322,None,, parish,"['p', 'a', 'r', 'i', 's', 'h', 'return']","[0.25585770001634955, 0.33588619995862246, 0.4000043000560254, 0.49589220015332103, 0.6400322001427412, 0.6878536001313478, 0.9201156999915838]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,critic,binder,19.5,20.5,video&audio/Sentence1_touch_edited.mp4,video&audio/tamper_touch_edited.mp4,confer,tamper,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2726.0820148999337,2745.5962849000935,None,, binder,"['b', 'i', 'n', 'd', 'e', 'r', 'return']","[0.4498870999086648, 0.5219240998849273, 0.6821163999848068, 0.7698464000131935, 0.922463099937886, 1.009970000013709, 1.1299866999033839]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,coerce,clergy,6.5,7.5,video&audio/sentence6_TT_3X.mp4,video&audio/portal_TT_3X.mp4,ritual,portal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2747.766328400001,2754.2826157999225,None,, clergy,"['c', 'l', 'e', 'r', 'g', 'y', 'return']","[0.22861230000853539, 0.3086111999582499, 0.44440339994616807, 0.4927479999605566, 0.6770077999681234, 0.9084541001357138, 1.0288341001141816]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,fodder,trench,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/ethnic_TT_3X.mp4,botany,ethnic,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2756.3484585999977,2762.8648975999095,None,, trench,"['t', 'r', 'n', 'e', 'backspace', 'backspace', 'e', 'n', 'c', 'h', 'return']","[0.2597932000644505, 0.3156089000403881, 0.43554780003614724, 0.5397472002077848, 0.9637740000616759, 1.0995812001638114, 1.1398967001587152, 1.3078244000207633, 1.4196347000543028, 1.5078313001431525, 1.7241165000014007]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,"While you watch the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.","While watching the video, imagine yourself typing the word on the screen, like how you did in the imagery practice. While you watch the video and imagine this, rest your hands on your keyboard but DO NOT type until AFTER you see the typing prompt.

Press 'enter/return' to go to the next page.",video&audio/Example_AOMI_imagine.png,1.6,1,butter,6.5,7.5,video&audio/amount_TT_3X.mp4,video&audio/butter_TT_3X.mp4,plight,metric,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/eatery_touch_edited.mp4,ascend,eatery,2 = AOMIspec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2765.6182391999755,2785.133174000075,None,, metric,"['m', 'e', 't', 'r', 'i', 'c', 'return']","[0.538003700086847, 0.6095918999053538, 0.7936078999191523, 0.8738222999963909, 0.9460660999175161, 1.097786699887365, 1.2336794999428093]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,quarry,septic,19.5,20.5,video&audio/Sentence2_touch_edited.mp4,video&audio/innate_touch_edited.mp4,neural,innate,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.407783600036,2806.922441399889,None,, septic,"['s', 'e', 'p', 't', 'i', 'c', 'return']","[0.2687493001576513, 0.46881710016168654, 0.5094194000121206, 0.900497900089249, 1.0525383001659065, 1.188748100074008, 1.3248907001689076]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,revolt,joiner,19.5,20.5,video&audio/Sentence6_touch_edited.mp4,video&audio/apathy_touch_edited.mp4,virile,apathy,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2928.1625713999383,2947.676960099954,None,, joiner,"['j', 'o', 'i', 'n', 'e', 'r', 'return']","[0.6661815999541432, 0.7857963999267668, 0.9143644999712706, 1.137758299941197, 1.2337780999951065, 1.2981102999765426, 1.4662389000877738]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,novice,primal,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/entail_touch_edited.mp4,parcel,entail,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950.180640900042,2969.6952378998976,None,, primal,"['p', 'r', 'i', 'm', 'a', 'l', 'return']","[0.3354946000035852, 0.47944830008782446, 0.5514303001109511, 0.7435294000897557, 0.8234651000238955, 0.9515098999254405, 1.1677373999264091]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,sherry,zephyr,19.5,20.5,video&audio/Sentence5_touch_edited.mp4,video&audio/fusion_touch_edited.mp4,obsess,fusion,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971.9072473999113,2991.4221351000015,None,, zephyr,"['z', 'e', 'p', 'h', 'y', 'r', 'return']","[0.2800608000252396, 0.48003029986284673, 0.5918294999282807, 0.840169999981299, 1.5282709999009967, 1.671919799875468, 2.0880300998687744]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,goblet,befall,19.5,20.5,video&audio/Sentence3_touch_edited.mp4,video&audio/ration_touch_edited.mp4,solemn,ration,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,23,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2994.55036689993,3014.065231200075,None,, befall,"['b', 'e', 'f', 'a', 'l', 'l', 'return']","[0.5493354999925941, 0.6213710000738502, 0.7011186999734491, 0.8769969001878053, 0.949401100166142, 1.0535160000436008, 1.2614250001497567]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,convoy,output,6.5,7.5,video&audio/sentence1_TT_3X.mp4,video&audio/uphold_TT_3X.mp4,debtor,uphold,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24,24,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3016.361101699993,3022.8766043998767,None,, output,"['o', 'u', 't', 'p', 'u', 't', 'return']","[0.5212414001580328, 0.7372322001028806, 0.8332799000199884, 0.9693609999958426, 1.169141000136733, 1.2256454001180828, 1.6490486001130193]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,savant,induce,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/mussel_TT_3X.mp4,cortex,mussel,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,25,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025.5674691998865,3032.083921799902,None,, induce,"['i', 'n', 'n', 'd', 'backspace', 'backspace', 'd', 'u', 'c', 'e', 'return']","[0.5627764998935163, 0.8588280000258237, 0.9787842999212444, 1.1308432999067008, 1.4033176999073476, 1.5310969999991357, 1.602954400004819, 1.722847199998796, 2.1309849000535905, 2.3310330999083817, 2.4426887000445276]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,deduct,jailer,6.5,7.5,video&audio/sentence5_TT_3X.mp4,video&audio/nettle_TT_3X.mp4,plasma,nettle,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035.566719399998,3042.0831738999113,None,, jailer,"['j', 'a', 'i', 'l', 'e', 'r', 'return']","[0.29850780009292066, 0.38630890008062124, 0.6583537000697106, 0.850550000090152, 0.9066710001789033, 0.970236900029704, 1.0588537000585347]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
,None,None,None,None,None,None,None,None,None,None,potent,tandem,6.5,7.5,video&audio/sentence4_TT_3X.mp4,video&audio/origin_TT_3X.mp4,falter,origin,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.1702628999483,3050.686510300031,None,, tandem,"['t', 'a', 'n', 'd', 'e', 'm', 'return']","[0.2954965999815613, 0.4714921999257058, 0.5354489998426288, 0.6554047998506576, 0.7514651999808848, 0.8153842999599874, 1.0234056999906898]",,,,,,,,,,,17,001,D,2023_Feb_22_1045,student_TT_local,2021.1.4,47.98911223669757,
